user_id,age,sexe,situation_familiale,nombre_enfants,revenu_mensuel,budget_max,usage_principal,distance_journaliere_km,prefere_electrique,carrosserie_preferee,energie_preferee,boite_preferee,importance_consommation,importance_performance,importance_confort,importance_prix
800,30,Homme,Célibataire,0,3342,103761,Sport,137,1,Cabriolet,Electrique,Manuelle,2,4,2,2
801,31,Homme,Célibataire,1,3992,99604,Autoroute,89,1,Pick up,Electrique,Manuelle,5,3,1,1
802,23,Femme,Célibataire,0,4262,109914,Sport,112,0,Coupé,Diesel,Automatique,1,3,2,1
803,29,Femme,Célibataire,0,10716,189545,Plage,143,1,Berline,Electrique,Manuelle,4,3,2,3
804,45,Homme,Célibataire,0,6716,117641,Plage,31,0,Compacte,Diesel,Automatique,1,1,4,3
805,36,Femme,Célibataire,0,2792,79201,Plage,13,1,Minibus,Electrique,Automatique,3,4,3,2
806,46,Homme,Marié(e),4,3499,54872,Sport,128,1,SUV,Diesel,Manuelle,3,1,5,4
807,34,Femme,Célibataire,0,3135,74604,Montagne,145,1,Pick up,Electrique,Manuelle,2,3,3,4
808,51,Homme,Marié(e),1,1158,40000,Désert,145,1,SUV,Diesel,Automatique,2,4,1,1
809,30,Femme,Célibataire,0,4860,166823,Plage,95,0,Compacte,Hybride,Automatique,2,2,1,2
810,58,Homme,Marié(e),1,3074,56362,Campagne,56,1,SUV,Diesel,Automatique,2,5,5,4
811,25,Femme,Célibataire,1,11308,275463,Campagne,58,1,Utilitaire,Electrique,Automatique,1,3,5,3
812,61,Homme,Célibataire,0,1556,47134,Sport,68,1,Coupé,Hybride,Automatique,4,4,5,2
813,26,Homme,Divorcé(e),0,5523,163036,Plage,35,1,Compacte,Diesel,Manuelle,2,3,3,1
814,55,Homme,Marié(e),2,2695,56531,Ville,102,1,Minibus,Hybride,Automatique,1,3,3,1
815,29,Femme,Célibataire,0,11484,346462,Campagne,131,1,Utilitaire,Essence,Automatique,5,5,3,2
816,48,Homme,Marié(e),3,2029,67148,Montagne,30,1,Minibus,Electrique,Manuelle,3,3,1,1
817,53,Homme,Marié(e),1,1988,40000,Sport,30,0,Cabriolet,Hybride,Manuelle,1,5,1,5
818,29,Homme,Célibataire,0,10412,325954,Montagne,107,1,SUV,Electrique,Manuelle,4,5,5,1
819,62,Femme,Marié(e),0,998,40000,Autoroute,93,1,SUV,Electrique,Manuelle,1,4,3,3
820,44,Homme,Célibataire,0,3500,70922,Sport,27,1,Coupé,Diesel,Manuelle,4,3,2,4
821,44,Homme,Célibataire,0,4982,138444,Autoroute,94,1,Cabriolet,Hybride,Automatique,4,2,3,4
822,50,Femme,Marié(e),4,1356,40000,Autoroute,28,1,Minibus,Electrique,Automatique,4,5,1,2
823,27,Femme,Marié(e),0,2349,53874,Désert,67,1,SUV,Electrique,Automatique,3,2,4,1
824,57,Homme,Marié(e),1,1796,40000,Campagne,128,1,Pick up,Diesel,Automatique,1,3,2,1
825,48,Homme,Célibataire,0,3469,91960,Désert,86,1,Pick up,Electrique,Manuelle,4,3,3,2
826,56,Femme,Célibataire,0,1911,59071,Plage,63,1,Compacte,Essence,Manuelle,5,3,1,5
827,63,Homme,Célibataire,0,3434,81582,Plage,19,1,Pick up,Essence,Automatique,1,5,4,5
828,52,Homme,Célibataire,0,8024,211794,Montagne,84,1,SUV,Hybride,Manuelle,2,4,2,4
829,43,Homme,Marié(e),3,5864,177831,Montagne,35,1,Minibus,Electrique,Automatique,5,1,3,5
830,26,Homme,Marié(e),2,7577,262131,Sport,29,1,Coupé,Diesel,Automatique,4,1,3,1
831,58,Femme,Marié(e),1,2306,43029,Autoroute,71,1,Coupé,Diesel,Manuelle,3,4,1,2
832,34,Homme,Célibataire,0,2750,82599,Plage,48,0,Citadine,Essence,Automatique,5,1,3,1
833,55,Homme,Célibataire,0,3226,84738,Sport,60,1,Coupé,Diesel,Automatique,5,4,2,5
834,28,Homme,Marié(e),2,6409,161164,Sport,32,1,Cabriolet,Essence,Automatique,5,1,3,3
835,65,Homme,Marié(e),1,1691,45775,Plage,91,0,Coupé,Hybride,Manuelle,4,1,5,1
836,45,Homme,Célibataire,0,2555,40450,Ville,141,1,Compacte,Essence,Automatique,3,5,5,5
837,56,Homme,Célibataire,0,8300,281245,Désert,31,1,Pick up,Hybride,Manuelle,1,4,1,4
838,57,Femme,Marié(e),1,8206,249600,Montagne,143,0,SUV,Essence,Automatique,1,3,5,5
839,63,Femme,Marié(e),2,2140,48573,Autoroute,99,0,Minibus,Essence,Manuelle,5,5,2,5
840,35,Homme,Célibataire,0,2211,40000,Campagne,79,0,Pick up,Diesel,Automatique,1,4,2,1
841,37,Femme,Divorcé(e),3,9592,319909,Désert,113,1,SUV,Diesel,Automatique,5,2,5,3
842,35,Femme,Célibataire,0,9679,199017,Campagne,62,1,Pick up,Electrique,Automatique,4,1,4,2
843,26,Homme,Célibataire,1,1651,42494,Campagne,150,1,Utilitaire,Electrique,Manuelle,3,5,3,3
844,38,Homme,Marié(e),1,6812,231636,Plage,32,0,Monospace,Diesel,Automatique,5,1,4,4
845,36,Homme,Marié(e),1,4605,91340,Plage,53,0,Coupé,Hybride,Automatique,4,5,1,5
846,42,Homme,Marié(e),3,1927,64432,Autoroute,134,0,Monospace,Diesel,Automatique,4,4,2,3
847,36,Homme,Marié(e),1,3915,126950,Ville,33,1,Utilitaire,Electrique,Automatique,2,5,3,1
848,65,Homme,Célibataire,0,1595,47023,Autoroute,5,0,Coupé,Essence,Automatique,1,2,1,4
849,46,Homme,Marié(e),3,3134,51643,Montagne,130,1,Monospace,Hybride,Manuelle,5,4,4,2
850,44,Femme,Célibataire,0,2375,46257,Autoroute,81,0,Compacte,Hybride,Manuelle,2,3,1,4
851,24,Femme,Célibataire,0,10091,176597,Montagne,118,1,Pick up,Diesel,Manuelle,4,4,4,4
852,51,Femme,Célibataire,0,3070,58693,Campagne,109,1,Utilitaire,Diesel,Automatique,5,3,4,5
853,63,Femme,Célibataire,0,2752,57809,Sport,103,1,Cabriolet,Essence,Automatique,2,3,5,2
854,33,Femme,Célibataire,0,1605,40000,Montagne,67,0,SUV,Hybride,Automatique,2,4,3,4
855,53,Femme,Marié(e),3,3472,112903,Montagne,28,1,SUV,Essence,Automatique,1,1,1,3
856,44,Homme,Marié(e),4,1170,40000,Autoroute,30,0,Minibus,Hybride,Manuelle,3,2,3,3
857,31,Homme,Célibataire,0,1548,40609,Montagne,15,1,Pick up,Electrique,Automatique,1,2,4,1
858,30,Femme,Célibataire,0,13104,376902,Sport,93,1,Cabriolet,Hybride,Automatique,4,1,4,5
859,27,Femme,Célibataire,0,2512,83738,Ville,9,1,Citadine,Electrique,Manuelle,1,3,5,4
860,61,Femme,Divorcé(e),0,3002,61855,Plage,72,1,Berline,Hybride,Manuelle,2,1,2,3
861,49,Femme,Célibataire,0,11006,310239,Autoroute,82,1,Minibus,Essence,Automatique,5,1,5,1
862,34,Femme,Célibataire,0,2436,52892,Sport,54,1,Cabriolet,Hybride,Manuelle,2,3,3,5
863,40,Femme,Célibataire,0,2205,71066,Ville,21,0,Citadine,Diesel,Automatique,2,1,2,3
864,58,Homme,Marié(e),3,955,40000,Autoroute,36,0,Minibus,Essence,Automatique,5,4,3,1
865,30,Homme,Divorcé(e),3,1275,40000,Sport,140,0,Minibus,Diesel,Automatique,1,1,4,3
866,52,Homme,Marié(e),2,11188,232277,Montagne,55,1,SUV,Hybride,Automatique,5,1,1,2
867,31,Homme,Marié(e),2,1666,53265,Sport,134,1,Coupé,Diesel,Manuelle,5,3,5,4
868,35,Femme,Célibataire,0,928,40000,Montagne,93,1,Pick up,Electrique,Automatique,1,1,1,4
869,25,Femme,Célibataire,0,3697,127706,Montagne,86,1,SUV,Electrique,Manuelle,5,1,5,3
870,50,Femme,Marié(e),2,2903,61745,Montagne,123,1,SUV,Diesel,Automatique,1,3,4,4
871,47,Femme,Marié(e),2,2479,57988,Ville,116,1,Compacte,Electrique,Manuelle,2,4,3,1
872,64,Homme,Célibataire,1,967,40000,Campagne,82,1,Pick up,Electrique,Automatique,1,4,4,2
873,57,Femme,Célibataire,0,10592,251053,Sport,127,1,Coupé,Hybride,Automatique,3,1,1,3
874,31,Homme,Marié(e),2,2909,44389,Autoroute,38,1,Compacte,Electrique,Manuelle,5,4,5,1
875,55,Femme,Célibataire,0,1424,40000,Désert,88,0,SUV,Essence,Manuelle,3,4,2,2
876,42,Femme,Marié(e),2,2256,65348,Campagne,9,1,Pick up,Diesel,Automatique,2,4,5,4
877,54,Homme,Célibataire,0,3067,76119,Plage,98,0,Citadine,Essence,Manuelle,4,2,3,2
878,52,Homme,Célibataire,0,3442,84848,Campagne,53,1,Pick up,Electrique,Manuelle,3,5,5,2
879,60,Homme,Célibataire,0,12078,374139,Autoroute,41,1,Utilitaire,Hybride,Manuelle,1,3,3,2
880,23,Homme,Marié(e),3,2804,85566,Campagne,75,1,Monospace,Hybride,Automatique,5,4,3,1
881,39,Homme,Marié(e),2,1426,40000,Ville,85,1,SUV,Essence,Manuelle,5,4,3,2
882,57,Homme,Marié(e),2,2237,60984,Sport,19,1,Coupé,Electrique,Manuelle,5,5,1,5
883,30,Femme,Célibataire,0,3041,55551,Montagne,92,0,SUV,Essence,Manuelle,3,3,1,4
884,53,Femme,Marié(e),2,2521,72836,Plage,66,0,SUV,Diesel,Manuelle,2,1,3,2
885,63,Homme,Célibataire,0,1073,40000,Sport,106,0,Coupé,Diesel,Automatique,5,3,3,4
886,54,Femme,Célibataire,0,3152,51564,Campagne,94,0,Utilitaire,Essence,Automatique,2,5,4,1
887,59,Femme,Marié(e),3,1523,40000,Montagne,45,1,Minibus,Electrique,Manuelle,5,3,5,4
888,34,Femme,Célibataire,0,1388,40000,Désert,104,0,SUV,Hybride,Manuelle,2,2,1,1
889,35,Homme,Marié(e),2,1777,58166,Sport,60,1,Cabriolet,Electrique,Manuelle,1,2,5,3
890,54,Homme,Célibataire,0,2267,43361,Montagne,127,1,Pick up,Electrique,Manuelle,4,5,2,4
891,57,Femme,Marié(e),2,4773,130433,Ville,102,0,Berline,Essence,Automatique,3,1,3,4
892,28,Homme,Célibataire,0,9609,158759,Désert,121,1,SUV,Electrique,Automatique,1,3,2,3
893,35,Homme,Divorcé(e),2,1024,40000,Désert,147,1,SUV,Essence,Automatique,1,2,4,5
894,39,Homme,Marié(e),2,6012,116088,Désert,49,0,Pick up,Essence,Automatique,4,4,4,4
895,58,Homme,Marié(e),4,8114,238368,Campagne,16,1,Monospace,Essence,Manuelle,2,2,4,1
896,57,Femme,Marié(e),2,8195,182590,Plage,146,0,Coupé,Hybride,Manuelle,5,2,3,3
897,42,Femme,Célibataire,0,2323,70494,Campagne,69,0,Utilitaire,Hybride,Manuelle,3,4,1,5
898,43,Femme,Marié(e),2,1572,51553,Autoroute,57,1,Minibus,Diesel,Manuelle,5,2,5,2
899,27,Femme,Marié(e),4,3028,51707,Ville,100,1,Monospace,Diesel,Automatique,3,4,1,3
900,55,Femme,Célibataire,0,1335,40000,Montagne,41,0,Pick up,Diesel,Automatique,1,5,1,4
901,41,Homme,Marié(e),1,1295,44070,Campagne,23,0,SUV,Essence,Automatique,3,1,2,2
902,38,Femme,Divorcé(e),1,2550,40000,Plage,127,1,Citadine,Electrique,Manuelle,3,2,3,4
903,62,Homme,Marié(e),4,2339,40000,Montagne,130,0,Monospace,Hybride,Automatique,4,5,5,3
904,46,Homme,Divorcé(e),2,1932,49989,Ville,125,0,Utilitaire,Essence,Manuelle,4,3,2,5
905,42,Femme,Marié(e),2,3413,79223,Ville,75,1,Compacte,Essence,Manuelle,1,5,2,4
906,56,Homme,Célibataire,0,1612,53268,Autoroute,44,0,Compacte,Essence,Manuelle,5,3,4,1
907,34,Femme,Célibataire,0,14214,470599,Sport,131,0,Cabriolet,Essence,Manuelle,2,2,3,5
908,50,Homme,Célibataire,0,13416,352242,Désert,32,1,Pick up,Electrique,Manuelle,1,5,3,5
909,48,Femme,Célibataire,0,4597,74947,Autoroute,11,0,Coupé,Hybride,Manuelle,5,2,2,1
910,27,Homme,Marié(e),1,9617,251459,Désert,56,0,SUV,Diesel,Manuelle,1,5,1,2
911,41,Homme,Marié(e),1,2989,91946,Ville,127,1,Minibus,Electrique,Automatique,3,2,3,2
912,35,Homme,Marié(e),2,1606,40000,Montagne,136,0,SUV,Diesel,Automatique,5,2,1,4
913,58,Homme,Célibataire,0,9427,318181,Sport,12,0,Cabriolet,Hybride,Automatique,4,1,3,4
914,64,Femme,Célibataire,0,5587,137369,Sport,24,1,Cabriolet,Diesel,Automatique,5,5,3,4
915,60,Homme,Célibataire,0,5885,179247,Ville,142,1,Compacte,Electrique,Manuelle,3,4,3,3
916,60,Femme,Divorcé(e),2,2897,65825,Sport,137,0,Coupé,Hybride,Manuelle,1,4,3,5
917,38,Femme,Divorcé(e),2,1833,40000,Autoroute,110,1,Utilitaire,Diesel,Manuelle,3,2,3,5
918,38,Femme,Marié(e),1,1470,45635,Montagne,123,0,Pick up,Diesel,Manuelle,5,5,3,2
919,29,Femme,Marié(e),1,9028,168476,Montagne,122,1,Pick up,Electrique,Automatique,4,4,3,5
920,56,Femme,Célibataire,0,2442,76342,Désert,75,1,SUV,Essence,Automatique,3,4,4,5
921,34,Femme,Célibataire,0,13253,227442,Désert,18,1,Pick up,Electrique,Automatique,2,2,1,3
922,24,Homme,Célibataire,0,1292,43301,Montagne,91,1,Pick up,Diesel,Automatique,5,1,1,1
923,40,Femme,Célibataire,0,1992,66845,Autoroute,48,1,Utilitaire,Diesel,Automatique,5,5,3,2
924,35,Homme,Divorcé(e),0,7920,247032,Ville,47,0,Citadine,Diesel,Manuelle,2,2,4,5
925,36,Femme,Célibataire,0,3274,105481,Sport,118,1,Cabriolet,Hybride,Automatique,2,1,1,4
926,31,Femme,Marié(e),3,2012,40000,Montagne,104,1,Monospace,Hybride,Manuelle,3,1,4,5
927,60,Homme,Célibataire,0,2446,44927,Désert,79,0,SUV,Diesel,Manuelle,3,4,3,2
928,46,Femme,Divorcé(e),1,1164,40000,Sport,116,1,Coupé,Hybride,Manuelle,3,4,1,4
929,49,Homme,Célibataire,0,1964,48256,Campagne,28,0,SUV,Diesel,Automatique,4,3,1,2
930,27,Homme,Célibataire,0,1510,40000,Sport,138,1,Cabriolet,Electrique,Automatique,2,4,3,2
931,26,Homme,Marié(e),2,1620,40000,Désert,22,0,Pick up,Diesel,Automatique,1,2,5,1
932,39,Homme,Marié(e),3,2411,71038,Campagne,136,0,Minibus,Diesel,Automatique,1,3,2,3
933,54,Homme,Célibataire,0,1441,40000,Plage,68,1,Coupé,Electrique,Manuelle,2,4,2,1
934,32,Homme,Célibataire,0,2787,71285,Désert,108,1,Pick up,Hybride,Manuelle,5,3,5,5
935,55,Femme,Célibataire,0,1049,40000,Plage,81,1,Coupé,Electrique,Automatique,5,4,4,4
936,45,Homme,Célibataire,0,2683,81835,Sport,9,0,Coupé,Hybride,Automatique,3,4,2,2
937,50,Femme,Célibataire,0,1738,42174,Désert,94,1,SUV,Diesel,Automatique,1,3,3,1
938,46,Femme,Célibataire,0,12538,307709,Sport,47,0,Cabriolet,Essence,Manuelle,3,2,3,5
939,28,Homme,Marié(e),2,2986,57850,Plage,93,1,Coupé,Essence,Manuelle,4,3,5,4
940,40,Femme,Célibataire,0,2695,81307,Désert,41,0,SUV,Essence,Automatique,4,3,4,3
941,34,Homme,Marié(e),1,1080,40000,Campagne,150,1,SUV,Hybride,Automatique,4,2,4,5
942,35,Homme,Divorcé(e),0,2876,88408,Campagne,100,1,Pick up,Diesel,Manuelle,1,1,4,3
943,38,Femme,Marié(e),1,3315,84204,Autoroute,89,1,Cabriolet,Diesel,Automatique,1,4,4,3
944,53,Femme,Célibataire,0,7722,132277,Campagne,143,1,Utilitaire,Diesel,Automatique,2,4,2,1
945,48,Femme,Célibataire,0,1565,42976,Montagne,111,1,SUV,Electrique,Automatique,4,4,4,2
946,52,Homme,Célibataire,0,2892,94227,Désert,47,1,Pick up,Diesel,Manuelle,4,2,3,2
947,32,Femme,Marié(e),3,1237,40000,Ville,125,0,SUV,Hybride,Manuelle,1,2,1,1
948,24,Homme,Célibataire,0,2363,66922,Ville,26,0,Citadine,Diesel,Manuelle,3,1,1,5
949,61,Homme,Marié(e),1,2500,78709,Désert,77,1,SUV,Electrique,Manuelle,5,5,1,5
950,30,Homme,Célibataire,0,3008,50902,Plage,120,1,Utilitaire,Electrique,Automatique,4,3,2,4
951,44,Femme,Célibataire,0,1863,57539,Sport,14,1,Cabriolet,Electrique,Automatique,2,4,2,2
952,27,Homme,Marié(e),0,2738,47975,Montagne,116,1,SUV,Electrique,Manuelle,3,5,2,4
953,48,Homme,Divorcé(e),1,3307,69615,Montagne,93,0,SUV,Hybride,Automatique,3,2,4,2
954,25,Homme,Marié(e),3,2938,71305,Désert,150,1,Minibus,Electrique,Manuelle,2,3,4,3
955,33,Homme,Marié(e),1,1281,40000,Autoroute,76,0,Compacte,Essence,Automatique,2,5,5,4
956,33,Femme,Célibataire,0,2304,71433,Autoroute,42,1,Coupé,Essence,Automatique,4,5,2,2
957,65,Femme,Marié(e),3,13535,453849,Campagne,121,0,Monospace,Essence,Manuelle,5,5,3,5
958,40,Femme,Célibataire,0,4529,110916,Désert,81,0,Pick up,Diesel,Manuelle,5,2,4,3
959,36,Femme,Célibataire,0,1808,61544,Désert,142,1,SUV,Hybride,Automatique,4,1,1,3
960,23,Femme,Marié(e),2,3276,63122,Montagne,144,0,Pick up,Essence,Automatique,4,5,3,2
961,22,Femme,Célibataire,0,3839,65221,Montagne,57,0,Pick up,Diesel,Manuelle,3,4,2,4
962,45,Homme,Marié(e),1,14831,385214,Ville,50,0,SUV,Diesel,Automatique,1,2,1,3
963,50,Femme,Célibataire,0,11124,280498,Désert,53,1,Pick up,Essence,Manuelle,1,3,2,4
964,23,Homme,Divorcé(e),0,3038,95102,Plage,31,1,Utilitaire,Hybride,Manuelle,1,3,4,4
965,35,Homme,Célibataire,0,14926,243861,Montagne,15,0,SUV,Hybride,Manuelle,4,3,3,2
966,50,Homme,Célibataire,0,9604,268665,Désert,138,1,SUV,Electrique,Manuelle,1,2,1,5
967,57,Homme,Marié(e),2,3159,93247,Autoroute,80,0,SUV,Essence,Manuelle,2,3,5,4
968,28,Homme,Divorcé(e),1,14902,300508,Désert,24,1,SUV,Electrique,Manuelle,4,1,5,3
969,53,Femme,Marié(e),1,2067,44554,Montagne,90,1,SUV,Diesel,Automatique,3,1,1,3
970,29,Homme,Marié(e),2,1101,40000,Sport,112,1,Coupé,Electrique,Manuelle,1,4,1,3
971,27,Femme,Célibataire,0,3309,49900,Désert,45,0,SUV,Hybride,Manuelle,4,5,1,3
972,27,Femme,Célibataire,0,1325,40000,Ville,6,1,Compacte,Diesel,Automatique,2,5,2,4
973,58,Homme,Célibataire,0,3411,96659,Campagne,78,1,Utilitaire,Electrique,Manuelle,2,4,5,4
974,39,Homme,Marié(e),3,7678,214728,Désert,52,0,SUV,Essence,Manuelle,5,2,3,2
975,64,Homme,Célibataire,0,4263,126291,Montagne,58,0,Pick up,Diesel,Automatique,3,1,5,1
976,22,Femme,Célibataire,0,1404,45455,Autoroute,104,1,Pick up,Hybride,Manuelle,4,2,2,2
977,34,Homme,Célibataire,1,1932,40000,Désert,110,0,SUV,Essence,Automatique,4,5,3,2
978,40,Homme,Célibataire,0,11254,345654,Plage,75,1,SUV,Hybride,Manuelle,3,2,4,2
979,46,Femme,Célibataire,0,3781,115774,Montagne,73,1,Pick up,Hybride,Automatique,5,5,2,1
980,55,Femme,Marié(e),1,2170,64943,Ville,140,0,SUV,Essence,Automatique,3,3,2,5
981,62,Femme,Divorcé(e),0,8864,269198,Sport,83,1,Cabriolet,Electrique,Automatique,4,2,2,1
982,49,Femme,Marié(e),1,2546,72298,Plage,67,1,Cabriolet,Electrique,Automatique,4,4,5,2
983,42,Homme,Marié(e),1,12225,264898,Campagne,110,0,Pick up,Essence,Automatique,1,5,2,2
984,35,Femme,Célibataire,1,3146,74955,Campagne,7,1,SUV,Diesel,Automatique,3,1,1,3
985,29,Femme,Marié(e),3,5032,109779,Campagne,16,1,Minibus,Essence,Automatique,3,5,5,2
986,39,Homme,Marié(e),2,2905,91046,Campagne,76,1,Pick up,Electrique,Automatique,1,5,5,2
987,22,Femme,Marié(e),3,12615,364810,Ville,64,0,Minibus,Essence,Automatique,3,2,2,2
988,33,Homme,Marié(e),1,1150,40000,Campagne,115,0,Utilitaire,Diesel,Automatique,1,2,3,3
989,26,Homme,Célibataire,0,3083,57041,Sport,111,0,Cabriolet,Essence,Automatique,2,2,1,2
990,49,Homme,Marié(e),1,12594,411528,Plage,60,1,Cabriolet,Electrique,Manuelle,2,5,5,5
991,50,Femme,Célibataire,0,2193,44308,Campagne,124,0,Utilitaire,Essence,Automatique,4,3,4,5
992,59,Homme,Marié(e),0,3085,104863,Ville,64,0,Compacte,Hybride,Automatique,1,5,2,5
993,37,Homme,Marié(e),2,7457,192241,Ville,50,0,Coupé,Essence,Manuelle,3,3,5,2
994,49,Femme,Marié(e),1,7113,206102,Ville,87,1,Minibus,Diesel,Manuelle,1,4,5,1
995,32,Femme,Divorcé(e),0,947,40000,Sport,26,0,Coupé,Essence,Automatique,3,2,5,1
996,52,Homme,Célibataire,0,1134,40000,Montagne,79,1,SUV,Diesel,Manuelle,3,4,1,5
997,38,Homme,Célibataire,0,3260,84108,Autoroute,15,1,Monospace,Essence,Automatique,2,3,5,5
998,46,Femme,Célibataire,0,3354,53587,Montagne,137,1,Pick up,Diesel,Manuelle,3,3,1,3
999,55,Homme,Célibataire,0,1511,46771,Plage,101,1,Utilitaire,Electrique,Manuelle,1,3,3,2
1000,24,Homme,Marié(e),0,2580,69768,Plage,37,0,Minibus,Hybride,Manuelle,1,5,5,2
